folder_name,license_name
yeemeitsang_tsmc-stock-exchange-2022_ts,CC0-1.0
yaswanthmungara_vehicles-classifications_class,apache-2.0
ehababoelnaga_multiple-disease-prediction_class,apache-2.0
faiqueali_weather-underground_ts,MIT
mhassansaboor_crude-oil-stock-dataset-2000-2024_ts,CC0-1.0
sudhanshu2198_microcalcification-classification_class,CC0-1.0
muhammedabdulazeem_petitions-from-changeorg_reg,CC0-1.0
jbatistazerpa_goldprices1993to2024_ts,CC0-1.0
muhammad4hmed_monkeypox-patients-dataset_class,CC0-1.0
divyanshukunwar_popular-apps-on-play-store_class,CC0-1.0
chopper53_nifty50-historical-index-data2015-2024_ts,apache-2.0
atrisaxena_nifty-indices-data_ts,CC-BY-NC-SA-4.0
trushildhokiya_number-of-books-read-simple-linear-regression_reg,MIT
rober2598_madrid-weather-dataset-by-hours-20192022_ts,ODbL-1.0
leonardo00_hacker-news-front-page-points-and-comments_ts,CC0-1.0
sonalishanbhag_employee-attrition_class,CC0-1.0
mohammedmecheter_open-source-github-repos-stars-issues-and-prs_ts,MIT
tifekusimo_national-pokdex-dataset-gen1-gen9_class,apache-2.0
jasmeet0516_bird-flu-dataset-avian-influenza_class,MIT
sdawar_top-25-economies-leading-cause-of-dalys-death_reg,CC0-1.0
cosmox23_samsung-customer-reviews-dataset_class,MIT
debopamdey_combined-wine-dataset-red-and-white-wines_class,CC0-1.0
cid007_new-houses-supply_ts,CC0-1.0
devrajkashyap_guwahati-weather-1972-2023_ts,MIT
zeeshanmulla_heart-disease-dataset_class,GPL-2.0
deathmetalbrazil_dados-pelotas_reg,apache-2.0
sameerramzan_tesla-stock-dataset-2025_ts,CC0-1.0
danishammar_big-profit-players-in-world_reg,apache-2.0
oleksiimartusiuk_faang-maang-microsoft-long-term-stock-data_ts,CC0-1.0
hoangziet_gold-price-in-10-years_reg,MIT
meghrajbagde_excavator-dataset_reg,MIT
shriyasingh900_walmart-dataset_ts,apache-2.0
aadarshvelu_aids-virus-infection-prediction_class,CC0-1.0
ulrikthygepedersen_mushroom-attributes_class,Attribution 4.0 International (CC BY 4.0)
thehanyss_mq-sensors-for-electronic-nose-system_class,CC0-1.0
niharikadeokar_sustainable-market-research_class,Community Data License Agreement - Sharing - Version 1.0
l3llff_step-count-from-phone-app_ts,CC0-1.0
shivan118_hranalysis_class,CC0-1.0
ravi20076_playgrounds4e04originaldata_reg,MIT
taweilo_tsmc-stock-price_ts,DbCL-1.0
gzdekzlkaya_migraine-symptom-dataset-for-classification_class,CC-BY-SA-4.0
olegshpagin_exxon-mobil-stock-price-prediction-dataset_ts,CC0-1.0
soumyakushwaha_gemstone_reg,CC0-1.0
stealthtechnologies_traffic-time-series-dataset_ts,apache-2.0
jeriannlrhymer_regression-model_class,Community Data License Agreement - Sharing - Version 1.0
guanlintao_smart-pressure-control-prediction_reg,apache-2.0
priyanshuganwani09_electric-vehicle-population-dataset_class,CC0-1.0
comrade1234_employee-attrition-using-machine-learning_class,CC0-1.0
prathamjyotsingh_microsoft-vs-apple-stock-performance_ts,apache-2.0
tarunrm09_indian-cuisine-based-rda-diet-recommendation-data_class,CC0-1.0
rahulagrawal1025_stackoverflow-survey-demographic-data_class,MIT
yutodennou_construction-investment-amount-in-japan_ts,DbCL-1.0
robertritz_ub-meat-prices_ts,CC0-1.0
gbolduc_league-of-legends-lol-gold-ranked-games_class,CC0-1.0
youssefghaoui_top100-cryptocurrencies-022014_ts,DbCL-1.0
joaofilipemarques_google-advanced-data-analytics-hr-capstone-data_class,CC0-1.0
ruthgn_new-orleans-airbnb-listings-and-reviews_reg,Attribution 4.0 International (CC BY 4.0)
saswattulo_banknifty-and-its-components_ts,apache-2.0
krishnaraj30_salary-prediction-data-simple-linear-regression_reg,CC0-1.0
anyasorc_marriage-proposal_class,MIT
govindaramsriram_crop-yield-of-a-farm_reg,CC0-1.0
amritpal333_hepatitis-c-virus-blood-biomarkers_class,CC0-1.0
ahsan81_superstore-marketing-campaign-dataset_class,CC0-1.0
shuthdar_global-surface-temperature-anomalies-time-series_ts,CC0-1.0
rodolfomendes_abalone-dataset_reg,CC BY-NC
simranjain17_insurance_reg,CC0-1.0
tushar5harma_signate-career-up-2023-dataset_reg,GNU Free Documentation License 1.3
arslaan5_explore-car-performance-fuel-efficiency-data_class,GPL-3.0
adsamardeep_insurance-and-medical-cost_reg,CC0-1.0
iaasileperuma_dialog-axiata-stock-market-dataset-2009-2023_ts,CC0-1.0
vishavgupta01_loan-approval_class,Attribution 4.0 International (CC BY 4.0)
maimunulkjisan_bdgdpdata_ts,world-bank
vicsuperman_prediction-of-music-genre_class,CC0-1.0
satyajeetrai_medical-cost_reg,MIT
nilesh2042_1234popular-youtuber-souravjvlogs-channel-data_ts,Attribution 4.0 International (CC BY 4.0)
magicianmido32_house-appliances-energy-consumption-time-series_ts,GPL-2.0
benroshan_factors-affecting-campus-placement_class,CC0-1.0
jinxzed_youtube-likes-prediction-av-hacklive_reg,GPL-2.0
saipavansaketh_pune-house-data_reg,DbCL-1.0
jasontsetsos_missing-migrants-2014-2024_ts,apache-2.0
sandibaressiegota_robot-kinematics-dataset_reg,Attribution 4.0 International (CC BY 4.0)
joebeachcapital_fifa-world-cups_reg,Attribution 4.0 International (CC BY 4.0)
ahmettyilmazz_fuel-consumption_reg,DbCL-1.0
unworried1686_belgian-property-prices-2023_reg,MIT
olegshpagin_walmart-inc-stock-price-prediction-dataset_ts,CC0-1.0
jbasurtod_data-obesity_class,CC-BY-SA-4.0
joebeachcapital_guitar-chord-finger-positioning_class,CC0-1.0
fatihilhan_global-superstore-dataset_reg,MIT
alfredkondoro_digital-water-level-recorder-dwlr-sensor-data_ts,MIT
joebeachcapital_differentiated-thyroid-cancer-recurrence_class,Attribution 4.0 International (CC BY 4.0)
girumwondemagegn_dataset-for-renewable-energy-systems_reg,apache-2.0
debashis74017_lic-stock-price-data_ts,CC0-1.0
stephanmatzka_predictive-maintenance-dataset-ai4i-2020_class,CC-BY-NC-SA-4.0
yasserh_horsesurvivalprognostication_class,CC0-1.0
trnderenergikraft_grid-loss-time-series-dataset_ts,CC-BY-SA-4.0
heitornunes_igns-best-game-of-all-time-bracket_class,CC0-1.0
r1shabhgupta_google-stock-price-daily-weekly-and-monthly-2023_ts,CC0-1.0
stealthtechnologies_predict-jewel-prices_reg,MIT
anirudhchauhan_climate-change-temperature-data_ts,CC0-1.0
preethamgouda_campaign-data_reg,MIT
ankitkalauni_bank-loan-defaulter-prediction-hackathon_class,CC0-1.0
pavanjitsubash_power-plant-data-steam-turbine-and-boiler-metrics_ts,CC0-1.0
canozensoy_industrial-iot-dataset-synthetic_reg,apache-2.0
thedevastator_hunt-prices-for-north-american-mammals_class,CC0-1.0
bboyenergetic_dubai-license-plate-listed-prices_reg,GNU Lesser General Public License 3.0
meetnagadia_condon-usage-dataset_class,ODbL-1.0
ulrikthygepedersen_game-of-thrones-character-deaths_reg,Attribution 4.0 International (CC BY 4.0)
gallo33henrique_stock-data-tsla-20-years-shares_ts,MIT
guillermoch_co2-and-greenhouse-gas-emissions-1970-2021_ts,Attribution 4.0 International (CC BY 4.0)
gzdekzlkaya_iyzico-merchant-transaction-dataset_reg,CC-BY-SA-4.0
taharizviai_leather-jacket-trend-and-sales_ts,MIT
mysarahmadbhat_nyc-traffic-accidents_ts,CC0-1.0
prathamjyotsingh_apple-stocks_ts,apache-2.0
luishcaldernb_s-and-p500-spy-all-stocks-6yr_ts,MIT
google_google-patent-phrase-similarity-dataset_reg,Attribution 4.0 International (CC BY 4.0)
bhavikjikadara_car-price-prediction-dataset_reg,Attribution 4.0 International (CC BY 4.0)
paytonjabir_comprehensive-malware-datasets_class,DbCL-1.0
wilfredtheanalyst_neluxtech-retail-dataset_class,Attribution 4.0 International (CC BY 4.0)
stealthtechnologies_gdp-growth-of-china_ts,world-bank
sujaykapadnis_detecting-anomalies-in-time-series_ts,CC-BY-NC-SA-4.0
ppktnb_classroom-data_reg,MIT
whenamancodes_twitter-stock-market-analysis-founding-years_ts,ODbL-1.0
jamesvasanth_adventure-works-dw-2008_class,MIT
vinitshah0110_covid19-india_ts,DbCL-1.0
lplsdemon_china-recruitment-fraud-dataset_class,ODbL-1.0
sidneipaniago_petr3-historical-data_ts,DbCL-1.0
sunnykakar_cannabis-retail-sales_ts,CC0-1.0
nietzs96_mnist-5k_class,Attribution 3.0 Unported (CC BY 3.0)
meruvulikith_codeforces-ratings-classification-and-regression_class,MIT
hosammhmdali_house-price-dataset_reg,apache-2.0
harrimansaragih_dummy-data-for-classification_class,CC0-1.0
sahideseker_customer-churn-prediction-dataset_class,CC-BY-SA-4.0
anitarostami_enhanced-gait-biomechanics-dataset_class,Attribution 4.0 International (CC BY 4.0)
sayankr007_latest-smartphones-specifications-and-prices-india_reg,apache-2.0
olegshpagin_visa-stock-price-prediction-dataset_ts,CC0-1.0
vipullrathod_fish-market_reg,CC0-1.0
aryashah2k_datasets-in-it-ops-applied-ai_class,CC0-1.0
efeyldz_plant-communication-dataset-classification_class,CC0-1.0
unworried1686_belgian-property-prices-2023-dec-2024-feb_reg,Community Data License Agreement - Permissive - Version 1.0
calathea22_benchmarking-dataset-for-fair-ml_class,CC-BY-SA-4.0
tharindumadhusanka9_sri-lanka-weather-data-for-all-districts_ts,CC0-1.0
aliabedimadiseh_taxol-drug-resistance-cell-lines-in-breast-cancer_class,ODbL-1.0
davedarshan_customer360insights_ts,CC0-1.0
ghassenkhaled_cruise-ship-info_reg,CC0-1.0
minhbtnguyen_batadal-a-dataset-for-cyber-attack-detection_ts,Attribution 4.0 International (CC BY 4.0)
jacklacey_left-4-dead-2-20000-player-stats_reg,CC0-1.0
mdshoaibabdullahkhan_codeforces-all-problems-dataset_reg,CC0-1.0
mhassansaboor_amazon-stock-data-2010-2024_ts,CC0-1.0
prathamjyotsingh_ea-stocks-latest_ts,apache-2.0
ulrikthygepedersen_more-movie-ratings_reg,Attribution 4.0 International (CC BY 4.0)
alifarahmandfar_continuous-groundwater-level-measurements-2023_ts,CC0-1.0
focusedmonk_true-value-cars-dataset_reg,CC0-1.0
jaioberoi_nifty50-index-data-01012022-31122023_ts,CC0-1.0
gatunnopvp_ibovespaibov-historical-data-from-1992-to-2019_ts,CC0-1.0
tavoglc_new-york-weather-1869-2023_ts,CC0-1.0
maharshipandya_twitter-stocks-dataset_ts,DbCL-1.0
rassiem_monthly-car-sales_ts,CC0-1.0
snmahsa_heart-disease_reg,MIT
alistairking_weather-long-term-time-series-forecasting_ts,MIT
emirhanai_2024-u-s-election-sentiment-on-x_class,MIT
abdelazizsami_diabetes-130-us-hospitals-for-years-1999-2008_class,apache-2.0
huthayfahodeb_top-10-cryptocurrency-price-data_reg,CC-BY-SA-4.0
sahideseker_market-sales-forecasting-dataset_ts,CC-BY-SA-4.0
dermisfit_lyft-inc-dataset_reg,CC0-1.0
andrewzc1_reverberation-times-rt60s-of-rectangular-rooms_reg,CC0-1.0
foziyefazeliasl_heart-attack-fo_class,apache-2.0
karunyaronith_time-series-financial-portfolio-data_ts,apache-2.0
porinitahoque_parkinsons-telemonitoring_class,ODbL-1.0
whenamancodes_predict-diabities_class,CC0-1.0
kukuroo3_bike-users-predict_reg,CC0-1.0
marcpaulo_connect4-2-step-lookahead-moves-100k_class,DbCL-1.0
stealthtechnologies_predict-air-quality-in-lagos_ts,CC-BY-SA-4.0
soachishti_pakistan-stock-exchange-psx-complete-dataset_ts,GPL-2.0
kukuroo3_student-performance-data-set-competition-form_reg,CC0-1.0
ruchikakumbhar_room-occupancy-estimation_class,Attribution 4.0 International (CC BY 4.0)
kapturovalexander_activision-nintendo-ubisoft-ea-stock-prices_reg,CC0-1.0
alpertemel_turkey-car-market-2020_reg,ODbL-1.0
threnjen_40-years-of-air-quality-index-from-the-epa-yearly_reg,U.S. Government Works
abuchionwuegbusi_cirrhosis-patient-survival-prediction_class,apache-2.0
jocelyndumlao_rio-grande-isolated-pools-temperature_ts,CC0-1.0
vishveshdumbre_nvidia-180-days-minute-dataset-2025_ts,MIT
ulrikthygepedersen_zoo-animals_class,Attribution 4.0 International (CC BY 4.0)
astronautelvis_kc-house-data_reg,CC0-1.0
kylegraupe_regression-dataset-great-for-practice_reg,CC0-1.0
sezermehmetemre_london-property-listings-dataset_reg,CC0-1.0
whenamancodes_microsoft-stock-market-analysis-founding-years_ts,ODbL-1.0
guanlintao_classification-of-faults-dataset_class,apache-2.0
keshabkkumar_adults_class,MIT
hopesb_hr-analytics-dataset_class,apache-2.0
mujtabamatin_dataset-for-machine-failure-detection_class,apache-2.0
lokmenemelalkia_meteorological-datasets_ts,Attribution-NonCommercial 4.0 International (CC BY-NC 4.0)
yasserh_heart-disease-dataset_class,CC0-1.0
alphadraco_hacklive-4_reg,GPL-2.0
joebeachcapital_tuandromd_class,Attribution 4.0 International (CC BY 4.0)
mfaaris_usa-budget-authority-by-agency-19762022_ts,ODC Public Domain Dedication and Licence (PDDL)
punyaslokaprusty_covid-19-india-tracking_ts,CC0-1.0
joserosales_grocery-store-sales-venezuela_ts,CC0-1.0
aadarshvelu_heart-failure-prediction-clinical-records_class,CC0-1.0
d33kshant_iris-dataset_class,CC0-1.0
praveengovi_tamil-nadu-2021-state-elections_class,CC-BY-SA-4.0
taweilo_iris-dataset-elarged-with-smote_class,MIT
architsingh15_bengaluru-house-prices_reg,CC0-1.0
yellowj4acket_real-estate-california_reg,GPL-2.0
mhmdkardosha_premier-league-matches_class,apache-2.0
liamhealy_uk-mortgage-lending-monthly_ts,MIT
harsh221upadhyay_hallowen-candy-price_reg,apache-2.0
flynn28_meta-stock-price-data_reg,MIT
mexwell_sars-cov-2-germany_ts,CC-BY-SA-4.0
kanyaweechomming101_australia-monthly-retail-turnover-data_ts,CC-BY-SA-4.0
hamedahmadinia_forum-pageviews-dataset_ts,Attribution-NonCommercial 4.0 International (CC BY-NC 4.0)
sid321axn_gold-price-prediction-dataset_reg,CC0-1.0
muhammaddawood42_google-stock-data-2010-present_ts,CC0-1.0
ayushparwal2026_shopping-dataset_reg,CC0-1.0
sahideseker_customer-lifetime-value-prediction-dataset_reg,CC-BY-SA-4.0
prasertk_unicorn-decacorn-hectocron-in-2021_class,CC0-1.0
sakshisatre_tips-dataset_reg,apache-2.0
mujtabamatin_air-quality-and-pollution-assessment_class,apache-2.0
sanskar457_observation-days-dataset_reg,apache-2.0
programmerrdai_country-codes_class,CC0-1.0
huthayfahodeb_top-10-cryptocurrency-price-data_ts,CC-BY-SA-4.0
pinuto_binance-cryptocurrency-trading-data_ts,apache-2.0
tosinabase_amd-stock-prices-historical-data_ts,CC-BY-SA-4.0
mustafaadelibrahim_comparing-search-interest-with-google-trends_ts,CC0-1.0
arslanrisalat_covid19-pakistan-dataset_ts,CC0-1.0
sujithmandala_simple-loan-classification-dataset_class,CC-BY-SA-4.0
sidhus_crab-age-prediction_reg,CC0-1.0
faizaniftikharjanjua_metaverse-financial-transactions-dataset_class,Attribution 4.0 International (CC BY 4.0)
aditya9790_icr-complete-processed-data_class,CC0-1.0
emmanuelfwerr_london-weather-data_reg,CC0-1.0
prasertk_inflation-interest-and-unemployment-rate_ts,CC0-1.0
vetrirah_customer_class,CC0-1.0
harishedison_jena-weather-dataset_ts,CC0-1.0
sahityapalacharla_harry-potter-sorting-dataset_class,apache-2.0
sandhyakrishnan02_china-covid-cases-and-deaths_ts,CC0-1.0
katerynameleshenko_ai-index_class,DbCL-1.0
joebeachcapital_diamonds_reg,CC0-1.0
ulrikthygepedersen_video-games-sales_reg,Attribution 4.0 International (CC BY 4.0)
danielfernandon_web-page-phishing-dataset_class,Attribution 4.0 International (CC BY 4.0)
redpen12_mtn-gh-stock-price-dataset_reg,CC0-1.0
yasserh_uber-fares-dataset_reg,CC0-1.0
uom190346a_food-ingredients-and-allergens_class,CC0-1.0
shrimantasatpati_car-sales-dataset-data-science-ml-ai_reg,apache-2.0
gauravduttakiit_aids-survival-impact-of-clinical-trials_class,CC-BY-SA-4.0
iamchiragppatil_india-aqi-and-pollutant-levels-2018-2024_ts,Attribution 4.0 International (CC BY 4.0)
samuelkamau_solar-data_ts,MIT
whenamancodes_bitcoin_ts,ODbL-1.0
tomaszlasota_cibmrt-cleaned_reg,MIT
utkarshrahane_india-pincodes_class,Attribution 4.0 International (CC BY 4.0)
dhinaharp_auction-dataset_reg,DbCL-1.0
erolmasimov_price-prediction-multiple-linear-regression_reg,CC0-1.0
arihurtta_stumpage-prices_reg,CC-BY-NC-SA-4.0
amirberenji_ultrasonic-flowmeter-diagnostics-data-set_class,Attribution 4.0 International (CC BY 4.0)
kieranwatson_united-kingdom-covid19-figures-aug-21_reg,Open Database License (ODbL)
ramjasmaurya_medias-cost-prediction-in-foodmart_reg,CC0-1.0
whenamancodes_tesla-inc-stock-market-analysis-founding-years_ts,ODbL-1.0
sourasish02_kolkata-weather-data-2000-2024_ts,MIT
adhamebrahem_ai-person-risk-classification-dataset_class,apache-2.0
mohdnazuan_harumanis-mango-physical-measurement_class,CC-BY-SA-4.0
swapnilchaitanya_nifty-50-ohlc-data-09-01-2015-to-25-04-2025_reg,Attribution 4.0 International (CC BY 4.0)
sumedh1507_fitness-and-workout-dataset_reg,CC0-1.0
ban7002_example-churn-data_class,CC0-1.0
suddharshan_historical-stock-price-of-10-popular-companies_ts,CC0-1.0
salikhussaini49_nba-dataset_class,CC0-1.0
abhilashdata_prediction-of-average-localization-error-in-wsns_reg,CC-BY-NC-SA-4.0
data667_sales-data_ts,ODC Public Domain Dedication and Licence (PDDL)
promac1234_advertisement-sale-prediction_class,CC0-1.0
johnyoungsorensen_salt-lake-city-traffic_ts,Public Domain
alikhan83_karachi-ride-service-dataset_class,apache-2.0
tarique7_credit-lending-interest-rates_reg,CC0-1.0
prasertk_300-years-of-inflation-rate-in-us_ts,CC0-1.0
mehrdat_qazvin-weather-hourly-2000-2024_ts,MIT
jinxzed_the-great-india-hackathon_reg,GPL-2.0
mateuszk013_warsaw-daily-weather_ts,CC-BY-SA-4.0
aayush7kumar_covid19-predicting-3rd-wave-in-india_ts,Attribution-NonCommercial-ShareAlike 3.0 IGO (CC BY-NC-SA 3.0 IGO)
mahifar_islp-bikeshare_reg,CC BY
akashanandt_streaming-service-data_reg,MIT
whenamancodes_new-horizons-catalog-animal-horizon_class,CC0-1.0
sammy0605_shell-hackathon_ts,apache-2.0
omkarborikar_closing-price-of-indexes-time-series-data_ts,CC0-1.0
gauravkumar2525_bitcoin-market-hourly-trends-2024-2025_reg,apache-2.0
rayzem_dynamic-apparel-sales-dataset-with-anomalies_class,CC0-1.0
abdullahorzan_moodify-dataset_class,Attribution 4.0 International (CC BY 4.0)
sumedh1507_flavour-sense-dataset_class,CC0-1.0
lara311_diabetes-dataset-using-many-medical-metrics_class,apache-2.0
gabrielsantello_hospitality-employees-time-series-dataset_ts,CC0-1.0
chaozhuang_dielectric-breakdown-prediction-dataset_reg,apache-2.0
valakhorasani_electric-vehicle-charging-patterns_class,apache-2.0
yasserh_ibm-attrition-dataset_class,CC0-1.0
at3191_us-car-prices_reg,CC0-1.0
datascientistanna_customers-dataset_class,DbCL-1.0
enockmokua_english-premier-league-players-points_reg,DbCL-1.0
blueloki_synthetic-agricultural-yield-prediction-dataset_reg,MIT
mitgandhi10_dataset-for-knn_class,CC0-1.0
anitarostami_historical-stock-price-dataset_ts,apache-2.0
brijlaldhankour_cloud-access-control-parameter-management_class,CC0-1.0
marcpaulo_titanic-huge-dataset-1m-passengers_class,apache-2.0
bhavikjikadara_global-electronics-retailers_ts,Attribution 4.0 International (CC BY 4.0)
rohit265_car-evaluation-uci-machine-learning_class,Attribution 4.0 International (CC BY 4.0)
mohammedshammeer_consumer-price-index-cpi-jan-1960-jun-2021_ts,DbCL-1.0
yasserh_walmart-dataset_reg,CC0-1.0
kenjee_z-unlocked-challenge-1-data-visualization_ts,Attribution 3.0 IGO (CC BY 3.0 IGO)
tushar5harma_aerosol-optical-depth-aod-of-african-countries_reg,CC-BY-NC-SA-4.0
piyushdewangan90_rsccasn_ts,ODC Public Domain Dedication and Licence (PDDL)
agarwalyashhh_dog-adaptability_class,apache-2.0
faushareef_cryptocurrencypricedata_ts,CC-BY-SA-4.0
aakashverma8900_portuguese-bank-marketing_class,CC0-1.0
talhabarkaatahmad_housing-prices-in-lahore-pakistan_reg,CC0-1.0
d4rklucif3r_social-network-ads_class,Community Data License Agreement - Permissive - Version 1.0
kingabzpro_trump-tweets-and-sentiment_class,GPL-2.0
whenamancodes_us-senate-elections-data_class,CC0-1.0
adeolaadesina_factors-affecting-children-anemia-level_class,DbCL-1.0
artemcheremuhin_student-practice-performance_reg,CC0-1.0
ara001_bank-client-attributes-and-marketing-outcomes_class,MIT
rupakroy_1000-companies-profit_reg,CC0-1.0
olegshpagin_alphabet-inc-class-a-stock-price-dataset_ts,CC0-1.0
arpitchampuriya_tesla-share-from-day1story-of-elons-business_ts,CC0-1.0
fahmidachowdhury_domestic-violence-against-women_class,Attribution 4.0 International (CC BY 4.0)
terryjuanbates_spotify-streaming-history-and-metadata-20132023_ts,CC-BY-NC-SA-4.0
anshulranjan2004_flight-attendees_ts,MIT
mhassansaboor_toyota-motors-stock-data-2980-2024_ts,CC0-1.0
yasserhessein_thyroid-disease-data-set_class,CC-BY-NC-SA-4.0
brijlaldhankour_flight-vs-train_class,U.S. Government Works
mitgandhi10_dataset-for-simple-linear-regression_reg,apache-2.0
emreguv_202223-big-5-football-leagues-player-stats_reg,CC0-1.0
sumedh1507_workers-mental-health-dataset_class,CC0-1.0
nyagami_global-football-results-domestic-leagues_class,CC0-1.0
mdsakibahmmed_weather-dataset-of-3-regions-in-bangladesh_ts,MIT
kushasahu_bank-dataset-for-fairness_class,ODC Public Domain Dedication and Licence (PDDL)
alvinhanafie_car-prices-based-on-horsepower_reg,CC0-1.0
salikhussaini49_codon-usage_class,CC-BY-NC-SA-4.0
himanshu9648_internshala-internships-analysis_reg,apache-2.0
abhishekshaw020_customer-preference_class,apache-2.0
avinashmynampati_nvidia-stock-volatility-20142024_ts,CC0-1.0
sandhyakrishnan02_covid19-coronavirus-vaccinations-data_ts,CC-BY-SA-3.0
ulrikthygepedersen_voters-and-non-voters_class,Attribution 4.0 International (CC BY 4.0)
srivatsas05_energy-production_ts,CC0-1.0
royandika_pontianak-weather-daily-2021-2024_ts,Attribution-NonCommercial 4.0 International (CC BY-NC 4.0)
madaraweerasingha_cinnamon-quality-classification_class,Attribution 4.0 International (CC BY 4.0)
antoniocola_earthquake-perception-dataset_class,Attribution 4.0 International (CC BY 4.0)
donovanbangs_call-centre-queue-simulation_ts,CC-BY-SA-4.0
denizdagli1_spambase_class,Attribution 4.0 International (CC BY 4.0)
uviiiii_real-estate_reg,CC0-1.0
sinansaglam_amazon-all-time-stock-prices_ts,CC0-1.0
mcfly1_ssbu-fighter-and-mirror-match-data_class,CC0-1.0
rabieelkharoua_predict-survival-of-patients-with-heart-failure_class,Attribution 4.0 International (CC BY 4.0)
jainilcoder_netflix-stock-price-prediction_ts,CC0-1.0
altabbt_japan-cherry-blossoms-forecasts-2024_reg,CC0-1.0
kollosp_10kwp-5years-power-generation_reg,Attribution 4.0 International (CC BY 4.0)
alexkhr_intel-stocks-price-from-2019-01-01-to-2024-09-27_ts,CC0-1.0
dataindia_indian-restaraunt-numbers-data_ts,CC0-1.0
rahulgolder_medical-vulnerability-dataset_class,CC0-1.0
iqbalsyahakbar_cci-oecd_ts,CC0-1.0
vbmokin_prediction-bod-in-river-water_reg,Attribution 4.0 International (CC BY 4.0)
guslovesmath_us-pollution-data-200-to-2022_ts,U.S. Government Works
albertovidalrod_electricity-consumption-uk-20092022_ts,ODbL-1.0
anirudhchauhan_retail-store-inventory-forecasting-dataset_reg,CC0-1.0
leonardovianna_covid-19-data_ts,Attribution 4.0 International (CC BY 4.0)
harivatsaga_hurricane-prediction_reg,apache-2.0
rabieelkharoua_chronic-kidney-disease-dataset-analysis_class,Attribution 4.0 International (CC BY 4.0)
vivianyfwang_capital-bike-share-2018-20218_reg,CC0-1.0
emre21_time-series-datasets_ts,apache-2.0
joebeachcapital_lending-club_class,DbCL-1.0
axeltorbenson_unemployment-data-19482021_ts,U.S. Government Works
flynn28_webster-dictionary-sentiment_class,Attribution 4.0 International (CC BY 4.0)
anitarostami_enhanced-gait-biomechanics-dataset_reg,Attribution 4.0 International (CC BY 4.0)
alexkhr_oracle-stocks-price-from-2019-to-2024-11-08_ts,CC0-1.0
nikhilkohli_us-stock-market-data-60-extracted-features_ts,CC0-1.0
whenamancodes_sustainable-development-report-2022_class,CC-BY-SA-4.0
yellowj4acket_real-estate-georgia_reg,GPL-2.0
patelris_crop-yield-prediction-dataset_reg,world-bank
arusouza_23-years-of-hourly-eletric-energy-demand-brazil_ts,CC0-1.0
ulrikthygepedersen_life-expectancy_ts,Attribution 4.0 International (CC BY 4.0)
sumaiyatasmeem_heart-disease-classification-dataset_class,CC0-1.0
sqdartemy_dataset-with-meta-features-of-datasets-from-openml_class,Attribution-NonCommercial 4.0 International (CC BY-NC 4.0)
sahideseker_product-review-rating-prediction_reg,CC-BY-SA-4.0
caseyhchan_co2-and-greenhouse-gas-emissions_ts,Attribution 4.0 International (CC BY 4.0)
hemachandiranmurugan_house-price-india-dataset_class,apache-2.0
podsyp_regression-with-categorical-data_reg,CC0-1.0
vaibhavnauriyal_hackerearth_reg,GPL-2.0
redpen12_mtn-gh-stock-price-dataset_ts,CC0-1.0
sriiihari_hacker-news-sentiment-analysis_class,CC-BY-NC-SA-4.0
brsdincer_telescope-spectrum-gamma-or-hadron_class,DbCL-1.0
debashish311601_intraday-ether-prices_ts,CC0-1.0
krupalpatel07_netflix-stock-data_ts,apache-2.0
ibrahmkocaa_yllk-gne-lekesi-ortalama-saylar-1700-2024_ts,apache-2.0
syedjaferk_delhi-weather-dataset_ts,CC0-1.0
mexwell_bike-ride-activity_reg,Attribution 4.0 International (CC BY 4.0)
adityawisnugrahas_eshop-clothing-dataset_reg,CC0
benjibb_sp500-since-1950_ts,CC0-1.0
chik0di_thailand-grand-prix-2025-hourly-weather-data_ts,DbCL-1.0
michau96_device-market-in-india-over-last-15-years_ts,CC-BY-SA-3.0
conorsully1_credit-score_reg,CC0-1.0
phuchuynguyen_datarelated-developers-survey-by-stack-overflow_reg,DbCL-1.0
gauravkumar2525_global-gdp-per-capita-1990-2023-world-bank_ts,apache-2.0
zongaobian_apple-stock-data-and-key-affiliated-companies_ts,apache-2.0
stealthtechnologies_gdp-growth-of-european-countries_ts,U.S. Government Works
abhinavmangalore_cipla-stock-prices-feb19-present-ts_ts,CC0-1.0
priyanshuganwani09_electric-vehicle-population-dataset_reg,CC0-1.0
sandhyakrishnan02_paneldata_reg,CC-BY-NC-SA-4.0
holmesamzish_malicious-traffic-classification_class,MIT
ferdinandbaidoo_drivers-license-test-scores-data_reg,DbCL-1.0
ishaanthareja007_solar-radiation_reg,CC0-1.0
samriddhi1311_inr-foreign-exchange-rate-2006-2023_ts,CC0-1.0
avdhesh15_advertising-dataset_reg,MIT
gzdekzlkaya_pima-indians-diabetes-dataset_class,CC-BY-SA-4.0
akshatgupta7_crop-yield-in-indian-states-dataset_reg,CC-BY-SA-4.0
lavagod_abalone_class,GPL-2.0
brunobacelardc_myanimelist-top-1000-anime_reg,CC-BY-NC-SA-4.0
podsyp_is-this-a-good-customer_class,CC0-1.0
miadul_kidney-disease-risk-dataset_class,apache-2.0
vijayaadithyanvg_rock-or-mine-classification_class,CC0-1.0
adrienriaux_steel-plate-defect-extra-dataset_class,apache-2.0
maramedrees_a-datum-walked-into-a-bookstore_class,CC0-1.0
mustafakeser4_bigquery-churn-dataset_class,MIT
satyajeetrai_palmer-penguins-dataset-for-eda_class,MIT
